Entry	Entry name	Status	Protein names	Gene ontology IDs	Subcellular location [CC]
P32030	SLP1_DROME	reviewed	Fork head domain transcription factor slp1 (Sloppy paired locus protein 1)	GO:0000122; GO:0000977; GO:0000981; GO:0001707; GO:0005634; GO:0006357; GO:0007350; GO:0007366; GO:0007380; GO:0007507; GO:0008595; GO:0009653; GO:0010468; GO:0030154; GO:0060914	SUBCELLULAR LOCATION: Nucleus.
A1Z897	SDF2B_DROME	reviewed	Succinate dehydrogenase assembly factor 2-B, mitochondrial (SDH assembly factor 2-B) (SDHAF2-B)	GO:0005739; GO:0005759; GO:0006099; GO:0006121; GO:0018293; GO:0034553	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03057}.
Q24167	SIMA_DROME	reviewed	Protein similar	GO:0000981; GO:0001228; GO:0003677; GO:0005634; GO:0005829; GO:0006355; GO:0006357; GO:0008286; GO:0010508; GO:0030308; GO:0030334; GO:0032869; GO:0045088; GO:0045944; GO:0046983; GO:0048477; GO:0060438; GO:0071456; GO:0090575	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12215541}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981, ECO:0000269|PubMed:12215541}. Note=Cytoplasmic in normoxia, nuclear translocation in response to hypoxia.
Q9V9S7	SYDE_DROME	reviewed	Rho GTPase-activating protein 100F (RhoGAP-100F) (Synapse defective protein 1 homolog) (Protein syd-1 homolog)	GO:0005096; GO:0007266; GO:0007416; GO:0031594; GO:0045467; GO:0048786; GO:0048789; GO:0048790; GO:0048846; GO:0090630; GO:0097479; GO:0098831; GO:1990709	
P06606	TBA4_DROME	reviewed	Tubulin alpha-4 chain	GO:0000226; GO:0000278; GO:0000280; GO:0003924; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005874; GO:0005886; GO:0007017; GO:0007052; GO:0007417; GO:0007422; GO:0009792; GO:0035038; GO:0035044; GO:0035046; GO:0040016; GO:0048471; GO:0051028; GO:0055028	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
O44437	SMD3_DROME	reviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	GO:0000243; GO:0000278; GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0007417; GO:0007422; GO:0007517; GO:0030182; GO:0030532; GO:0034715; GO:0034719; GO:0045451; GO:0045495; GO:0048477; GO:0048542; GO:0071011; GO:0071013	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P10735	RT12_DROME	reviewed	40S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt) (MT-RPS12) (Protein technical knockout locus)	GO:0001666; GO:0003735; GO:0005763; GO:0006412; GO:0007605; GO:0007619; GO:0007638; GO:0008049; GO:0009612; GO:0032543	SUBCELLULAR LOCATION: Mitochondrion.
Q9VY86	TM2D2_DROME	reviewed	TM2 domain-containing protein CG11103	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9Y0H4	SUDX_DROME	reviewed	E3 ubiquitin-protein ligase Su(dx) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Su(dx)) (Protein suppressor of deltex)	GO:0000209; GO:0004842; GO:0005112; GO:0005737; GO:0005938; GO:0006511; GO:0007219; GO:0008586; GO:0008587; GO:0016348; GO:0016567; GO:0019915; GO:0031623; GO:0032880; GO:0035209; GO:0043161; GO:0045732; GO:0045746; GO:0045879; GO:0048190; GO:0050699; GO:0061630	
Q23970	PBP6_DROME	reviewed	Pheromone-binding protein-related protein 6 (PBPRP-6) (Odorant-binding protein OS-E)	GO:0005549; GO:0005576; GO:0007606; GO:0007608	SUBCELLULAR LOCATION: Secreted {ECO:0000305}. Note=Secreted in the lumen of olfactory hairs. {ECO:0000305}.
A1YK02	NUP75_DROME	reviewed	Nuclear pore complex protein Nup75 (75 KDa Nucleoporin) (Nucleoporin Nup75) (Nucleoporin Nup85)	GO:0006406; GO:0006606; GO:0017056; GO:0031080; GO:0031965; GO:0045893; GO:2000331	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q9BW27}. Nucleus membrane {ECO:0000250|UniProtKB:Q9BW27}.
Q9VRA2	MOCOS_DROME	reviewed	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase) (Protein maroon-like) (Ma-l)	GO:0006727; GO:0006777; GO:0008265; GO:0016829; GO:0030151; GO:0030170; GO:0032324; GO:0043545; GO:0102867	
Q9VCH5	NUP98_DROME	reviewed	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (Nucleoporin Nup96) (Nup96)]	GO:0000785; GO:0000973; GO:0002230; GO:0003723; GO:0005634; GO:0005643; GO:0005654; GO:0005700; GO:0005703; GO:0005704; GO:0005737; GO:0006405; GO:0006606; GO:0008139; GO:0008236; GO:0010628; GO:0017056; GO:0030718; GO:0030838; GO:0031490; GO:0031965; GO:0034398; GO:0034605; GO:0035075; GO:0035080; GO:0035167; GO:0036098; GO:0043922; GO:0044613; GO:0044614; GO:0045944; GO:0046822; GO:0051028; GO:0060261; GO:0071390; GO:0071733; GO:1990841	SUBCELLULAR LOCATION: Chromosome {ECO:0000269|PubMed:20144761}. Nucleus, nucleoplasm {ECO:0000269|PubMed:20144760}. Nucleus membrane {ECO:0000269|PubMed:20144761, ECO:0000269|PubMed:25197089}; Peripheral membrane protein {ECO:0000250|UniProtKB:P52948}; Nucleoplasmic side {ECO:0000250|UniProtKB:P52948}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:25310983}. Nucleus {ECO:0000269|PubMed:28366641}. Note=Associates with transcriptionally active chromatin. {ECO:0000269|PubMed:20144760, ECO:0000269|PubMed:20144761, ECO:0000269|PubMed:28366641}.; SUBCELLULAR LOCATION: Nuclear pore complex protein Nup98: Nucleus, nuclear pore complex {ECO:0000269|PubMed:25310983}.; SUBCELLULAR LOCATION: Nuclear pore complex protein Nup96: Nucleus, nuclear pore complex {ECO:0000269|PubMed:25310983}.
P83501	MSTAB_DROME	reviewed	SET domain-containing protein SmydA-8, isoform B (EC 2.1.1.-)	GO:0000790; GO:0008757; GO:0010629; GO:0034968; GO:0042826	
Q9VXN9	PGPLE_DROME	reviewed	Peptidoglycan-recognition protein LE	GO:0005576; GO:0005615; GO:0005829; GO:0006955; GO:0008270; GO:0008340; GO:0008745; GO:0016019; GO:0019730; GO:0032827; GO:0042742; GO:0042834; GO:0045087; GO:0045089; GO:0050766; GO:0050829; GO:0050830; GO:0051607; GO:0061057	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15538387}. Note=However, no signal sequence are predicted by sequence analysis tools.
Q9VLP4	MTSH_DROME	reviewed	Protein mitoshell	GO:0007112; GO:0007283; GO:0010635; GO:0030154; GO:0055050	
Q9W0T1	NU301_DROME	reviewed	Nucleosome-remodeling factor subunit NURF301 (Enhancer of bithorax) (Nucleosome-remodeling factor 215 kDa subunit) (NURF-215)	GO:0003677; GO:0005634; GO:0006325; GO:0006338; GO:0006351; GO:0006357; GO:0010468; GO:0016589; GO:0016922; GO:0030097; GO:0035064; GO:0035073; GO:0035076; GO:0042766; GO:0045824; GO:0046426; GO:0046872; GO:0048515; GO:0070577	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00063}.
Q95RC0	NA30A_DROME	reviewed	N-alpha-acetyltransferase 30A (EC 2.3.1.-) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)	GO:0004596; GO:0016573; GO:0017196; GO:0031417	
Q9W4J5	NEP1_DROME	reviewed	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine-N1)-methyltransferase) (Ribosome biogenesis protein NEP1)	GO:0005730; GO:0019843; GO:0031167; GO:0032040; GO:0042742; GO:0070037; GO:0070475	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:Q92979}.
Q9V9A8	PHTF_DROME	reviewed	Putative homeodomain transcription factor	GO:0003677; GO:0003700; GO:0005634; GO:0006357; GO:0046983	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
C0HKA0	RS14A_DROME	reviewed	40S ribosomal protein S14a	GO:0000028; GO:0000462; GO:0002181; GO:0003735; GO:0006412; GO:0022626; GO:0022627; GO:0048027; GO:0070181	
P35600	RFC1_DROME	reviewed	Replication factor C subunit 1 (Activator 1 140 kDa subunit) (Activator 1 subunit 1) (Germline transcription factor 1) (Replication factor C large subunit)	GO:0003677; GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006260; GO:0006281; GO:0048813	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9VED0	TAPT1_DROME	reviewed	Protein TAPT1 homolog	GO:0005783; GO:0030176; GO:0035437; GO:0036064; GO:0045724	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q00725	SGS4_DROME	reviewed	Salivary glue protein Sgs-4	GO:0007594; GO:0062130	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P02841	SGS7_DROME	reviewed	Salivary glue protein Sgs-7	GO:0007594; GO:0062130	
P06605	TBA3_DROME	reviewed	Tubulin alpha-3 chain	GO:0000226; GO:0000278; GO:0000281; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0007283; GO:0007288; GO:0017022; GO:0048471	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q9V4Q8	RU2A_DROME	reviewed	Probable U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	GO:0000278; GO:0000398; GO:0005686; GO:0006325; GO:0007283; GO:0030532; GO:0030620; GO:0071011; GO:0071013	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9W4V8	TI50C_DROME	reviewed	Mitochondrial import inner membrane translocase subunit TIM50-C (Tiny tim 50)	GO:0004721; GO:0004722; GO:0004725; GO:0005739; GO:0005743; GO:0005744; GO:0006470; GO:0007005; GO:0007006; GO:0016021; GO:0030150	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q9VEX0	SULF1_DROME	reviewed	Extracellular sulfatase SULF-1 homolog (DmSulf-1) (EC 3.1.6.-)	GO:0005539; GO:0005615; GO:0005783; GO:0005795; GO:0008045; GO:0008449; GO:0009986; GO:0016201; GO:0030202; GO:0042059; GO:0045879; GO:0045880; GO:0046872; GO:0048100; GO:0048190; GO:0090090	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250}. Golgi apparatus, Golgi stack {ECO:0000250}. Cell surface {ECO:0000250}. Note=Also localized on the cell surface. {ECO:0000250}.
Q7YTY6	SP42D_DROME	reviewed	Serine protease inhibitor 42Dd (Serpin 42Dd)	GO:0002376; GO:0002785; GO:0004867; GO:0005615; GO:0010951; GO:0032504; GO:0045751; GO:0045861; GO:1905035	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9VXP4	PA1B2_DROME	reviewed	Platelet-activating factor acetylhydrolase IB subunit beta homolog		
Q9VL84	PPK11_DROME	reviewed	Pickpocket protein 11 (PPK11)	GO:0005272; GO:0006814; GO:0009651; GO:0016021; GO:0035002; GO:0035199; GO:0050914; GO:0060025	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q95SX8	NAA60_DROME	reviewed	N-alpha-acetyltransferase 60 (dNaa60) (EC 2.3.1.259) (EC 2.3.1.48) (NatF catalytic subunit)	GO:0000139; GO:0004402; GO:0004596; GO:0005737; GO:0007059; GO:0010485; GO:0016573; GO:0017196; GO:0043966; GO:0043967	
Q9VQ37	RIM2_DROME	reviewed	Mitochondrial carrier protein Rim2	GO:0005739; GO:0005743; GO:0006390; GO:0007005; GO:0015218; GO:0016021; GO:0030302; GO:0040011; GO:0045333; GO:0048311; GO:1990519	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:24469456}. Mitochondrion inner membrane {ECO:0000305|PubMed:24469456}; Multi-pass membrane protein {ECO:0000305}.
M9MRI4	TRIM9_DROME	reviewed	E3 ubiquitin-protein ligase TRIM9 (EC 2.3.2.27) (Anomalies in sensory axon patterning protein) (asap) (RING-type E3 ubiquitin transferase TRIM9) (Tripartite motif containing protein 9)	GO:0004842; GO:0007409; GO:0007411; GO:0008270; GO:0016199; GO:0038007; GO:0043161; GO:0043204; GO:0044295; GO:0048749; GO:0048936; GO:0050770; GO:0090325	SUBCELLULAR LOCATION: Cell projection, axon {ECO:0000269|PubMed:22084112}. Perikaryon {ECO:0000269|PubMed:22084112}. Note=Colocalizes with fra and pico. {ECO:0000269|PubMed:22084112}.
P09491	TPM2_DROME	reviewed	Tropomyosin-2 (Tropomyosin I)	GO:0005884; GO:0007015; GO:0007507; GO:0051015; GO:0060298	
Q24509	STX5_DROME	reviewed	Syntaxin-5 (Sed5 protein) (dSed5)	GO:0000139; GO:0000149; GO:0000281; GO:0000902; GO:0005484; GO:0005623; GO:0005783; GO:0005794; GO:0005801; GO:0005886; GO:0006878; GO:0006886; GO:0006887; GO:0006888; GO:0006906; GO:0007030; GO:0007112; GO:0007269; GO:0007283; GO:0008283; GO:0009306; GO:0012505; GO:0016021; GO:0016081; GO:0016192; GO:0031201; GO:0035167; GO:0042803; GO:0045930; GO:0048278; GO:0055070; GO:0060305; GO:0098793	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:7929581}; Single-pass type IV membrane protein {ECO:0000269|PubMed:7929581}.
Q9VE17	RU1C_DROME	reviewed	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	GO:0000243; GO:0000381; GO:0000387; GO:0000395; GO:0000398; GO:0003729; GO:0005634; GO:0005685; GO:0008270; GO:0030532; GO:0030619; GO:0030627; GO:0071004	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03153}.
P21750	SALA_DROME	reviewed	Protein spalt-accessory (Protein spalt-adjacent)	GO:0005576; GO:0007369	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:8601339}.
Q23972	SMG_DROME	reviewed	Protein Smaug	GO:0000289; GO:0000900; GO:0000932; GO:0003729; GO:0003730; GO:0005737; GO:0006355; GO:0007275; GO:0017022; GO:0017148; GO:0030371; GO:0043488; GO:0051236; GO:0060213	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10488336, ECO:0000269|PubMed:20953170}. Note=In the cytoplasm of syncytial embryos, accumulates in discrete foci.
Q7KN90	SYCC_DROME	reviewed	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)	GO:0000049; GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0046872	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P08970	SUHW_DROME	reviewed	Protein suppressor of hairy wing	GO:0000785; GO:0003677; GO:0005634; GO:0005700; GO:0006325; GO:0006351; GO:0031936; GO:0035075; GO:0043035; GO:0043565; GO:0045892; GO:0046872; GO:1905632; GO:1990188	SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Colocalizes with other elements of the gypsy chromatin insulator complex at multiple sites on polytene chromosomes and at nuclear insulator bodies.
Q9VH90	TRBID_DROME	reviewed	Ubiquitin thioesterase trabid (dTrbd) (EC 3.4.19.12)	GO:0004843; GO:0005634; GO:0005737; GO:0007010; GO:0016055; GO:0016477; GO:0016579; GO:0030177; GO:0035523; GO:0036459; GO:0046872; GO:0061060; GO:0061578; GO:0070530; GO:0070536; GO:0071947; GO:0090263; GO:1990168	
Q9W1K0	TM14_DROME	reviewed	Transmembrane protein 14 homolog	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q9VL72	SMRCD_DROME	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog (EC 3.6.4.12) (Enhancer trap locus homolog 1) (Etl-1)	GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0006281; GO:0008094; GO:0043044; GO:0045089; GO:0050829	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P08044	SNAI_DROME	reviewed	Protein snail	GO:0000122; GO:0000977; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0007370; GO:0007417; GO:0007443; GO:0007498; GO:0007499; GO:0007500; GO:0010004; GO:0031065; GO:0034332; GO:0043565; GO:0044212; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048749; GO:0055059; GO:0070491; GO:2000177	SUBCELLULAR LOCATION: Nucleus.
Q9VAN0	SERC_DROME	reviewed	Probable phosphoserine aminotransferase (PSAT) (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	GO:0004648; GO:0006564	
Q9VWE9	S61G2_DROME	reviewed	Protein transport protein Sec61 gamma-2 subunit	GO:0005789; GO:0006605; GO:0010507; GO:0015450; GO:0016021	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P42207	SEPT1_DROME	reviewed	Septin-1 (DIFF6 protein homolog) (Protein innocent bystander)	GO:0003924; GO:0005525; GO:0005940; GO:0007349; GO:0015630; GO:0031105; GO:0031625; GO:0042803; GO:0043065; GO:0061640	
Q9W0S7	SND1_DROME	reviewed	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (Tudor staphylococcal nuclease)	GO:0003723; GO:0004518; GO:0004519; GO:0005634; GO:0005737; GO:0005829; GO:0006401; GO:0007283; GO:0010529; GO:0016442; GO:0031047	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14508492, ECO:0000269|PubMed:26808625}. Nucleus {ECO:0000269|PubMed:14508492, ECO:0000269|PubMed:26808625}. Note=Associates with ribosomes. {ECO:0000269|PubMed:14508492}.
Q9VM46	SEM1_DROME	reviewed	Probable 26S proteasome complex subunit sem1	GO:0000502; GO:0000724; GO:0005654; GO:0005829; GO:0006406; GO:0007623; GO:0008063; GO:0008541; GO:0043161; GO:0043248	
Q9VDZ3	SQZ_DROME	reviewed	Zinc finger protein squeeze	GO:0003676; GO:0005634; GO:0014019; GO:0046872; GO:0048666; GO:0070983	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9VV74	SMN_DROME	reviewed	Survival motor neuron protein	GO:0000387; GO:0000398; GO:0002164; GO:0003723; GO:0005634; GO:0005681; GO:0005737; GO:0005886; GO:0007274; GO:0007417; GO:0007528; GO:0008345; GO:0009792; GO:0015030; GO:0017145; GO:0022618; GO:0030018; GO:0030240; GO:0031594; GO:0031674; GO:0032224; GO:0032797; GO:0033962; GO:0034718; GO:0034730; GO:0035154; GO:0042802; GO:0045175; GO:0048601; GO:0048863; GO:0051276; GO:0051393; GO:0060079; GO:0071254; GO:0072089; GO:0072553; GO:0097113; GO:0097504; GO:0098794; GO:1990194	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16533947, ECO:0000269|PubMed:17353360, ECO:0000269|PubMed:17595295, ECO:0000269|PubMed:18791638, ECO:0000269|PubMed:19464282, ECO:0000269|PubMed:20452345, ECO:0000269|PubMed:21490958}. Nucleus, gem {ECO:0000269|PubMed:16533947, ECO:0000269|PubMed:17353360, ECO:0000269|PubMed:17595295, ECO:0000269|PubMed:18791638, ECO:0000269|PubMed:19464282, ECO:0000269|PubMed:20452345, ECO:0000269|PubMed:21490958}. Cytoplasm, myofibril, sarcomere, I band {ECO:0000269|PubMed:16533947, ECO:0000269|PubMed:17353360, ECO:0000269|PubMed:17595295, ECO:0000269|PubMed:18791638, ECO:0000269|PubMed:19464282, ECO:0000269|PubMed:20452345, ECO:0000269|PubMed:21490958}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:16533947, ECO:0000269|PubMed:17353360, ECO:0000269|PubMed:17595295, ECO:0000269|PubMed:18791638, ECO:0000269|PubMed:19464282, ECO:0000269|PubMed:20452345, ECO:0000269|PubMed:21490958}. Note=Component of U bodies. High expression detected in the cytoplasm of female germline stem cells and cystoblast which persists up to stage 10 egg chambers. Accumulates in the cytoplasm of dividing pNBs. Colocalizes with Actn at the Z-line of IFMs. Expression concentrates at the post-synaptic region of NMJs in larval brain. {ECO:0000269|PubMed:16533947, ECO:0000269|PubMed:17353360, ECO:0000269|PubMed:17595295, ECO:0000269|PubMed:18791638, ECO:0000269|PubMed:19464282, ECO:0000269|PubMed:20452345, ECO:0000269|PubMed:21490958}.
Q9VSC1	SRP09_DROME	reviewed	Signal recognition particle 9 kDa protein (SRP9)	GO:0005786; GO:0006614; GO:0008312; GO:0045900	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q9VRX3	TBBP_DROME	reviewed	Probable tubulin beta chain CG32396 (Beta-tubulin CG32396)	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q24546	SYN_DROME	reviewed	Synapsin [Cleaved into: Synapsin-1 (Syn1) (Syn1-S); Synapsin-2 (Syn2)]	GO:0005524; GO:0007269; GO:0007613; GO:0008049; GO:0008306; GO:0008355; GO:0009408; GO:0016079; GO:0030054; GO:0030672; GO:0043195; GO:0048149; GO:0051124; GO:0071632; GO:0072553	SUBCELLULAR LOCATION: Cell junction, synapse.
Q9VWY6	TAF8_DROME	reviewed	Transcription initiation factor TFIID subunit 8 (Protein prodos)	GO:0005669; GO:0006367; GO:0009987; GO:0045944; GO:0046982; GO:2000736	SUBCELLULAR LOCATION: Nucleus.
P17704	RS17_DROME	reviewed	40S ribosomal protein S17	GO:0002181; GO:0003735; GO:0022626; GO:0022627	
Q7JXF7	SEELE_DROME	reviewed	Protein seele	GO:0005783; GO:0007311; GO:0009951; GO:0012505; GO:0050708; GO:0051087; GO:0061077; GO:0070613	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:20970335}.
Q9NBK5	TRC_DROME	reviewed	Serine/threonine-protein kinase tricorner (EC 2.7.11.1) (NDR protein kinase) (Serine/threonine-protein kinase 38-like)	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005938; GO:0006468; GO:0007165; GO:0007476; GO:0018105; GO:0022416; GO:0030424; GO:0030425; GO:0035317; GO:0035556; GO:0044297; GO:0046872; GO:0048800; GO:0048813; GO:0048814; GO:0050773; GO:0070451; GO:0070593; GO:0071944	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11102376, ECO:0000269|PubMed:15975907}. Nucleus {ECO:0000269|PubMed:11102376, ECO:0000269|PubMed:15975907}. Note=Trc colocalizes with Mob1 to the cell periphery in wing cells and wing hairs. {ECO:0000269|PubMed:11102376, ECO:0000269|PubMed:15975907}.
P08175	MS87F_DROME	reviewed	Male-specific sperm protein Mst87F	GO:0005198; GO:0007275; GO:0007283; GO:0030154; GO:0036126	
P20480	NCD_DROME	reviewed	Protein claret segregational	GO:0000022; GO:0000212; GO:0001578; GO:0003777; GO:0005524; GO:0005634; GO:0005813; GO:0005819; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0007051; GO:0007052; GO:0007056; GO:0007059; GO:0007100; GO:0008017; GO:0008569; GO:0016887; GO:0031534; GO:0032837; GO:0032888; GO:0042803; GO:0051028; GO:0051301; GO:0072686; GO:0072687; GO:0090306; GO:0090307; GO:1901673; GO:1990498	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.
P61857	TBB2_DROME	reviewed	Tubulin beta-2 chain (Beta-2-tubulin)	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0007435	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q9VRV7	SF3B6_DROME	reviewed	Splicing factor 3B subunit 6 (Pre-mRNA branch site p14-like protein)	GO:0000398; GO:0003729; GO:0071011; GO:0071013	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18981222}.
Q9VJ29	TNG6_DROME	reviewed	Transport and Golgi organization protein 6	GO:0005794; GO:0005829; GO:0007030; GO:0009306	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16452979}. Golgi apparatus {ECO:0000269|PubMed:16452979}.
Q94522	SUCA_DROME	reviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha) (Succinyl-coenzyme A synthetase alpha subunit 1)	GO:0000166; GO:0004550; GO:0004775; GO:0004776; GO:0004778; GO:0005739; GO:0005829; GO:0006099; GO:0006104; GO:0006105; GO:0009142; GO:0045244; GO:0048037	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03222}.
Q9W2H1	TM2D1_DROME	reviewed	TM2 domain-containing protein CG10795	GO:0016021	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q24155	TRUNK_DROME	reviewed	Protein trunk	GO:0005122; GO:0005615; GO:0007362; GO:0008293; GO:0048018	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9VEI3	S35B2_DROME	reviewed	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Protein slalom)	GO:0005794; GO:0007310; GO:0015012; GO:0016021; GO:0022857; GO:0030173; GO:0030176; GO:0046963; GO:0046964	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q7KIN0	TOLL7_DROME	reviewed	Toll-like receptor 7	GO:0002752; GO:0005030; GO:0005615; GO:0007411; GO:0008329; GO:0009897; GO:0010508; GO:0016021; GO:0031012; GO:0045087; GO:0046790; GO:0050688; GO:0051607	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22464169}; Single-pass type I membrane protein {ECO:0000305}.
P12613	TCPA_DROME	reviewed	T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha) (Chaperonin containing TCP1 subunit 1)	GO:0005524; GO:0005829; GO:0005832; GO:0006457; GO:0030707; GO:0051082	SUBCELLULAR LOCATION: Cytoplasm.
Q7KU86	URM1_DROME	reviewed	Ubiquitin-related modifier 1 homolog	GO:0002098; GO:0005737; GO:0005829; GO:0032447; GO:0034227; GO:0046329	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03048, ECO:0000269|PubMed:26715182}.
Q24319	OST48_DROME	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit) (DmOST50) (DrOST) (OST5OP)	GO:0005783; GO:0007030; GO:0008250; GO:0012505; GO:0016021; GO:0018279; GO:0034389	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
